,breadscrum,cod_item,cod_item_pai,nome,situacao,sigiloso,assunto_secundario,crime_antecedente,just_es_2grau,just_es_juizado_es,just_es_turmas,just_es_1grau_mil,just_es_2grau_mil,just_es_juizado_es_fp,just_tu_es_un,just_fed_1grau,just_fed_2grau,just_fed_juizado_es,just_fed_turmas,just_fed_nacional,just_fed_regional,just_trab_1grau,just_trab_2grau,just_trab_tst,just_trab_csjt,stf,stj,cjf,cnj,just_mil_uniao_1grau,just_mil_uniao_stm,just_mil_est_1grau,just_mil_est_tjm,just_elei_1grau,just_elei_2grau,just_elei_tse
146,287:3415:3437,3437,3415,"Apropriação de Coisa Havida por Erro, Caso Fortuito ou Força da Natureza",A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
147,287:3603:3438,3438,3603,Crimes contra a Propriedade Industrial,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
148,287:3442,3442,287,Crimes contra a Propriedade Intelectual,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
149,287:3442:3443,3443,3442,Violação de direito autoral,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
150,287:3445,3445,287,Crimes contra a Organização do Trabalho,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
151,287:3445:3446,3446,3445,Atentado contra a liberdade de trabalho,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
152,287:3445:3447,3447,3445,Atentado contra a liberdade de contrato de trabalho e boicotagem violenta,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
153,287:3445:3448,3448,3445,Atentado contra a liberdade de associação,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
154,287:3445:3449,3449,3445,"Paralisação de trabalho, seguida de violência ou perturbação da ordem",A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
155,287:3445:3450,3450,3445,Paralisação de trabalho de interesse coletivo,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
156,287:3445:3451,3451,3445,"Invasão de estabelecimento industrial, comercial ou agrícola. Sabotagem",A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
157,287:3445:3452,3452,3445,Frustração de direitos assegurados por lei trabalhista,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
158,287:3445:3453,3453,3445,Exercício de atividade com infração de decisão administrativa ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
159,287:3445:3454,3454,3445,Aliciamento para fins de emigração,A,N,N,N,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
160,287:3445:3455,3455,3445,Aliciamento de trabalhadores de um local para outro do território nacional,A,N,N,N,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
161,287:3445:3456,3456,3445,Frustração de lei sobre a nacionalização do trabalho ,A,N,N,N,N,S,N,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
162,287:3457,3457,287,Crimes contra o sentimento religioso e contra o respeito aos mortos,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
163,287:3457:3458,3458,3457,Destruição / Subração / Ocultação de Cadáver,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
164,287:3457:3459,3459,3457,Impedimento ou Perturbação de Cerimônia Funerária,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
165,287:3457:3460,3460,3457,Vilipêndio a Cadáver,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
166,287:3457:3461,3461,3457,Violação a Sepultura ,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
167,287:3457:3462,3462,3457,Ultraje / Impedimento ou Perturbação de Culto Religioso,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
168,287:3463,3463,287,Crimes contra a Dignidade Sexual,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
169,287:3463:3465,3465,3463,Estupro ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
170,287:3463:3466,3466,3463,Atentado Violento ao Pudor ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
171,287:3463:3467,3467,3463,Atentado ao Pudor Mediante Fraude,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
172,287:3463:3468,3468,3463,Corrupção de Menores,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
173,287:3463:3469,3469,3463,Ultraje Público ao Pudor (Ato/Escrito Obsceno),A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
174,287:3463:3471,3471,3463,Mediação para Servir a Lascívia de Outrem ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
175,287:3472,3472,287,Crimes contra a Família,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
176,287:3472:3473,3473,3472,Crimes Contra a Assistência Familiar,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
177,287:3472:3473:3474,3474,3473,Abandono Material,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
178,287:3472:3473:3475,3475,3473,Abandono Intelectual,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
179,287:3472:3473:3476,3476,3473,Entrega de Filho Menor a Pessoa Inidônea,A,N,N,N,S,S,N,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
180,287:3472:3477,3477,3472,Crimes contra o Casamento,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
181,287:3472:3477:3479,3479,3477,Bigamia,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
182,287:3472:3477:3480,3480,3477,Conhecimento Prévio de Impedimento ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
183,287:3472:3477:3481,3481,3477,Induzimento a erro essencial e ocultação de impedimento,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
184,287:3472:3477:3482,3482,3477,Simulação de Casamento,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
185,287:3472:3477:3483,3483,3477,Simulação de Autoridade para Celebração de Casamento,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
186,287:3472:3484,3484,3472,Crimes Contra o Estado de Filiação,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
187,287:3472:3484:3485,3485,3484,Parto Suposto ,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
188,287:3472:3484:3486,3486,3484,Registro de Nascimento Inexistente,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
189,287:3472:3484:3487,3487,3484,Sonegação do Estado de Filiação,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
190,287:3472:3488,3488,3472,Crime contra o Pátrio-Poder e Tutela,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
191,287:3472:3488:3489,3489,3488,"Induzimento a Fuga, Entrega Arbitrária ou Sonegação de Incapazes",A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
192,287:3472:3488:3490,3490,3488,Subtração de Incapazes ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
193,287:3491,3491,287,Crimes contra a Incolumidade Pública,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
194,287:3491:3492,3492,3491,Incêndio,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
195,287:3491:3493,3493,3491,Explosão ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
196,287:3491:3494,3494,3491,Uso de gás tóxico ou asfixiante ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
197,287:3491:3495,3495,3491,Inundação / Perigo de Inundação,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
198,287:3491:3496,3496,3491,Desabamento ou desmoronamento,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
199,287:3491:3497,3497,3491,"Subtração, ocultação ou inutilização de material de salvamento",A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
200,287:3491:3498,3498,3491,Difusão de doença ou praga,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
201,287:3491:3500,3500,3491,Desastre ferroviário / Perigo de Desastre Ferroviário,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
202,287:3491:3501,3501,3491,Atentado contra a segurança de transporte público,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
203,287:3491:3502,3502,3491,Arremesso de projétil,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
204,287:3491:3503,3503,3491,Atentado contra a segurança de serviços de utilidade pública ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
205,287:3491:3504,3504,3491,Interrupção /perturbação de serviços telegráficos/telefônicos,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
206,287:3491:3505,3505,3491,Epidemia ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
207,287:3491:3506,3506,3491,Emprego de Processo Proibido/Substância não permitida,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
208,287:3491:3507,3507,3491,Invólucro ou recipiente com falsa indicação ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
209,287:3491:3508,3508,3491,Falsificação / Corrupção / Adulteração / Alteração de produto destinado a fins terapêuticos ou medicinais,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
210,287:3491:3509,3509,3491,"Exercício Ilegal da Medicina, Arte Dentária ou Farmacêutica",A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
211,287:3491:3510,3510,3491,Charlatanismo ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
212,287:3491:3511,3511,3491,Corrupção ou Poluição de Água Potável,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
213,287:3491:3512,3512,3491,Curandeirismo ,A,N,,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
214,287:3491:3513,3513,3491,Envenenamento de Água Potável / Substância Alimentícia ou Medicinal,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
215,287:3491:3514,3514,3491,Falsificação / Corrupção / Adulteração / Alteração de Substância ou Produtos Alimentícios,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
216,287:3491:3515,3515,3491,Infração de Medida Sanitária Preventiva,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
217,287:3491:3516,3516,3491,Omissão de Notificação de Doença,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
218,287:3491:3517,3517,3491,Outras Substâncias Nocivas a Saúde Pública ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
219,287:3491:3519,3519,3491,Substância Destinada à Falsificação,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
220,287:3520,3520,287,Crimes contra a Paz Pública,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
221,287:3520:3521,3521,3520,Quadrilha ou Bando,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
222,287:3523,3523,287,Crimes contra a Fé Pública,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
223,287:3523:3524,3524,3523,Moeda Falsa / Assimilados,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
224,287:3523:3527,3527,3523,Petrechos para falsificação de moeda ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
225,287:3523:3528,3528,3523,Emissão de título ao portador sem permissão legal ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
226,287:3523:3529,3529,3523,Falsificação de papéis públicos ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
227,287:3523:3530,3530,3523,Falsificação do selo ou sinal público ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
228,287:3523:3531,3531,3523,Falsificação de documento público,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
229,287:3523:3532,3532,3523,Falsificação de documento particular ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
230,287:3523:3533,3533,3523,Falsidade ideológica ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
231,287:3523:3534,3534,3523,Falso reconhecimento de firma ou letra,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
232,287:3523:3535,3535,3523,Certidão ou atestado ideologicamente falso ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
233,287:3523:3536,3536,3523,Falsidade material de atestado ou certidão ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
234,287:3523:3537,3537,3523,Falsidade de atestado médico ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
235,287:3523:3538,3538,3523,Reprodução ou adulteração de selo ou peça filatélica ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
236,287:3523:3539,3539,3523,Uso de documento falso ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
237,287:3523:3540,3540,3523,Supressão de documento ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
238,287:3523:3541,3541,3523,"Falsificação do sinal empregado no contraste de metal precioso ou na fiscalização alfandegária, ou para outros fins ",A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
239,287:3523:3542,3542,3523,Falsa identidade ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
240,287:3523:3543,3543,3523,Fraude de lei sobre estrangeiros,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
241,287:3523:3545,3545,3523,Petrechos de Falsificação de Papéis Públicos,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
242,287:3523:3546,3546,3523,Adulteração de Sinal Identificador de Veículo Automotor,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
243,287:3547,3547,287,Crimes Praticados por Funcionários Públicos Contra a Administração em Geral,A,N,N,N,S,S,N,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
244,287:3547:3548,3548,3547,Peculato,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
245,287:3547:3550,3550,3547,Peculato mediante erro de outrem,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
246,287:3547:3551,3551,3547,"Extravio, sonegação ou inutilização de livro ou documento ",A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
247,287:3547:3552,3552,3547,Emprego irregular de verbas ou rendas públicas ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
248,287:3547:3553,3553,3547,Concussão ,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
249,287:3547:3554,3554,3547,Excesso de exação ,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
250,287:3547:3555,3555,3547,Corrupção passiva ,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
251,287:3547:3556,3556,3547,Facilitação de contrabando ou descaminho ,A,N,N,N,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
252,287:3547:3557,3557,3547,Prevaricação,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
253,287:3547:3558,3558,3547,Condescendência criminosa,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
254,287:3547:3559,3559,3547,Advocacia administrativa ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
255,287:3547:3560,3560,3547,Violência arbitrária ,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
256,287:3547:3561,3561,3547,Abandono de função ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
257,287:3547:3562,3562,3547,Exercício funcional ilegalmente antecipado ou prolongado ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
258,287:3547:3563,3563,3547,Violação do sigilo funcional ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
259,287:3547:3564,3564,3547,Violação do sigilo de proposta de concorrência ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
260,287:5872:3565,3565,5872,Usurpação de função pública ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
261,287:5872:3566,3566,5872,Resistência ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
262,287:5872:3567,3567,5872,Tráfico de influência ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
263,287:5872:3568,3568,5872,Corrupção ativa ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
264,287:5872:3569,3569,5872,"Impedimento, perturbação ou fraude de concorrência",A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
265,287:5872:3570,3570,5872,Inutilização de edital ou de sinal ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
266,287:5872:3571,3571,5872,Subtração ou inutilização de livro ou documento ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
267,287:5872:3572,3572,5872,Desobediência ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
268,287:5872:3573,3573,5872,Desacato ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
269,287:5872:3574,3574,5872,Contrabando ou descaminho ,A,N,N,N,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
270,287:5874:3575,3575,5874,Reingresso de estrangeiro expulso ,A,N,N,N,N,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
271,287:5874:3576,3576,5874,Denunciação caluniosa ,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
272,287:5874:3577,3577,5874,Comunicação falsa de crime ou de contravenção ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
273,287:5874:3578,3578,5874,Auto-acusação falsa,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
274,287:5874:3579,3579,5874,Falso testemunho ou falsa perícia ,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
275,287:5874:3580,3580,5874,Coação no curso do processo ,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
276,287:5874:3581,3581,5874,Exercício arbitrário das próprias razões ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
277,287:5874:3582,3582,5874,Fraude processual,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
278,287:5874:3583,3583,5874,Favorecimento pessoal ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
279,287:5874:3584,3584,5874,Favorecimento real ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
280,287:5874:3585,3585,5874,Exercício arbitrário ou abuso de poder ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
281,287:5874:3586,3586,5874,Fuga de pessoa presa ou submetida a medida de segurança ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
282,287:5874:3587,3587,5874,Evasão mediante violência contra a pessoa ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
283,287:5874:3588,3588,5874,Arrebatamento de preso ,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
284,287:5874:3589,3589,5874,Motim de presos ,A,N,N,N,S,S,S,S,S,N,N,S,S,S,S,S,S,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
285,287:5874:3590,3590,5874,Patrocínio infiel ,A,N,N,N,S,S,S,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
286,287:5874:3591,3591,5874,Patrocínio simultâneo ou tergiversação ,A,N,N,N,S,S,N,S,S,N,N,S,S,N,N,N,N,N,N,N,N,S,S,N,N,S,S,S,S,S,S,S
