;case: orgao_mun;14;195;287;864;899;1146;1156;1209;6191;7724;8826;9633;9985;10739;11049;11068;11428;12467;12480;12734;2;268;268:269;268:277;268:281;268:284;268:303;268:308;268:316;268:334;268:412;2:1106;2:12133;2:158;2:175;2:197;2:214;385;385:406;total;cluster;count
71;1 ª VARA CIVEL DE SOCORRO - TJSE;0.366;0.009;0.0;0.008;0.165;0.0;0.089;0.0;0.0;0.002;0.239;0.0;0.122;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.421;0.0;0.575;0.005;0.0;0.0;0.0;0.0;0.041;-1;-1
72;1 ª VARA CRIMINAL DE ARACAJU - TJSE;0.0;0.0;0.904;0.0;0.0;0.0;0.0;0.029;0.0;0.0;0.057;0.008;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.065;0.816;0.003;0.031;0.0;0.003;0.083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025;-1;-1
73;1 ª VARA CRIMINAL DE ITABAIANA - TJSE;0.0;0.0;0.885;0.0;0.004;0.0;0.0;0.077;0.0;0.0;0.027;0.0;0.0;0.0;0.0;0.004;0.0;0.004;0.0;0.0;0.0;0.0;0.0;0.073;0.716;0.023;0.08;0.023;0.027;0.054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.017;-1;-1
74;1 ª VARA CRIMINAL DE SOCORRO - TJSE;0.0;0.0;0.895;0.0;0.0;0.0;0.0;0.089;0.0;0.0;0.008;0.004;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.0;0.0;0.0;0.0;0.06;0.734;0.028;0.012;0.052;0.012;0.065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.036;0.0;0.016;-1;-1
75;1 ª VARA CÍVEL DE ARACAJU - TJSE;0.006;0.0;0.0;0.0;0.499;0.0;0.092;0.001;0.0;0.0;0.376;0.0;0.023;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.728;0.008;0.254;0.007;0.0;0.003;0.0;0.0;0.057;2;2
76;1 ª VARA CÍVEL DE ESTÂNCIA - TJSE;0.311;0.011;0.0;0.006;0.278;0.0;0.033;0.0;0.0;0.006;0.281;0.003;0.069;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.464;0.0;0.508;0.0;0.0;0.028;0.0;0.0;0.023;-1;-1
77;1 ª VARA CÍVEL DE SÃO CRISTÓVÃO - TJSE;0.281;0.011;0.0;0.001;0.264;0.0;0.029;0.001;0.0;0.002;0.31;0.0;0.101;0.0;0.0;0.001;0.0;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.526;0.001;0.461;0.006;0.0;0.005;0.0;0.0;0.084;-1;-1
78;1 ª VARA CÍVEL E CRIMINAL DA COMARCA DE NOSSA SENHORA DAS DORES - TJSE;0.04;0.024;0.177;0.029;0.307;0.0;0.007;0.015;0.0;0.011;0.336;0.0;0.053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.082;0.007;0.005;0.0;0.0;0.016;0.0;0.514;0.0;0.287;0.0;0.002;0.005;0.005;0.0;0.036;-1;-1
79;1 ª VARA CÍVEL E CRIMINAL DE ITAPORANGA DAJUDA - TJSE;0.049;0.011;0.294;0.0;0.242;0.0;0.048;0.022;0.0;0.003;0.276;0.002;0.053;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.0;0.074;0.206;0.002;0.009;0.0;0.002;0.015;0.0;0.407;0.0;0.248;0.007;0.0;0.018;0.011;0.0;0.066;-1;-1
80;1 ª VARA CÍVEL E CRIMINAL DE LARANJEIRAS - TJSE;0.043;0.0;0.122;0.0;0.563;0.0;0.005;0.0;0.0;0.0;0.242;0.001;0.024;0.0;0.0;0.0;0.0;0.001;0.0;0.0;0.0;0.0;0.0;0.046;0.069;0.003;0.0;0.004;0.003;0.002;0.0;0.781;0.0;0.091;0.0;0.0;0.001;0.0;0.0;0.094;-1;-1
81;1 ª VARA CÍVEL E CRIMINAL DE NOSSA SENHORA DA GLÓRIA - TJSE;0.126;0.024;0.187;0.003;0.3;0.0;0.044;0.006;0.0;0.001;0.243;0.001;0.061;0.0;0.0;0.002;0.0;0.0;0.0;0.003;0.0;0.0;0.0;0.043;0.121;0.013;0.001;0.004;0.002;0.008;0.0;0.422;0.0;0.381;0.001;0.0;0.001;0.005;0.0;0.067;-1;-1
82;1 ª VARA CÍVEL E CRIMINAL DE PROPRIÁ - TJSE;0.12;0.029;0.301;0.034;0.212;0.0;0.039;0.022;0.0;0.002;0.188;0.0;0.044;0.0;0.0;0.0;0.0;0.003;0.0;0.005;0.0;0.0;0.0;0.15;0.13;0.014;0.027;0.0;0.0;0.022;0.0;0.371;0.002;0.27;0.0;0.0;0.014;0.0;0.0;0.038;-1;-1
83;1 ª VARA CÍVEL E CRIMINAL DE SIMÃO DIAS - TJSE;0.029;0.076;0.207;0.002;0.229;0.0;0.023;0.009;0.0;0.003;0.364;0.002;0.036;0.0;0.0;0.0;0.001;0.0;0.0;0.021;0.0;0.001;0.0;0.064;0.134;0.008;0.004;0.001;0.0;0.004;0.0;0.458;0.001;0.318;0.003;0.0;0.004;0.002;0.0;0.092;-1;-1
84;1 ª VARA CÍVEL E CRIMINAL DE TOBIAS BARRETO - TJSE;0.177;0.03;0.13;0.006;0.228;0.0;0.033;0.003;0.0;0.003;0.325;0.0;0.055;0.0;0.0;0.002;0.003;0.0;0.0;0.004;0.0;0.0;0.0;0.049;0.07;0.004;0.0;0.001;0.003;0.009;0.0;0.455;0.001;0.396;0.003;0.001;0.008;0.001;0.0;0.07;-1;-1
85;1 ª VARA DA COMARCA DE BARRA DOS COQUEIROS - TJSE;0.164;0.0;0.309;0.0;0.191;0.0;0.014;0.011;0.0;0.002;0.27;0.002;0.037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.0;0.032;0.239;0.005;0.0;0.016;0.005;0.018;0.0;0.39;0.0;0.277;0.002;0.0;0.007;0.007;0.0;0.037;-1;-1
86;1. TRIBUNAL DO JURI DE JOAO PESSOA - TJPB;0.0;0.0;0.933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.015;0.0;0.0;0.0;0.036;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.097;0.851;0.0;0.015;0.0;0.0;0.036;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013;3;3
87;10 ª VARA CÍVEL DE ARACAJU - TJSE;0.009;0.004;0.0;0.002;0.448;0.0;0.125;0.0;0.0;0.0;0.399;0.0;0.006;0.0;0.0;0.001;0.004;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.743;0.005;0.241;0.008;0.0;0.003;0.0;0.0;0.07;2;2
88;10ª VARA CIVEL DA COMARCA DE FORTALEZA - TJCE;0.02;0.02;0.0;0.02;0.333;0.0;0.098;0.0;0.0;0.02;0.471;0.0;0.02;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.863;0.0;0.059;0.0;0.0;0.078;0.0;0.0;0.003;-1;-1
89;10ª VARA CRIMINAL (CRIMES PUNIDOS COM RECLUSÃO) - TJGO;0.0;0.008;0.79;0.0;0.0;0.0;0.0;0.135;0.0;0.0;0.0;0.067;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.155;0.726;0.0;0.111;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;-1;-1
90;10ª VARA CRIMINAL - TJRN;0.0;0.0;0.675;0.0;0.0;0.0;0.0;0.012;0.0;0.0;0.313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006;0.282;0.669;0.031;0.012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011;-1;-1
91;10ª VARA CRIMINAL DA CAPITAL - TJAM;0.0;0.0;0.637;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01;0.353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.175;0.807;0.0;0.008;0.0;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.025;-1;-1
92;10ª VARA CRIMINAL DA CAPITAL - TJPE;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.544;0.448;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018;-1;-1
93;10ª VARA CRIMINAL DE TERESINA - TJPI;0.0;0.0;0.072;0.0;0.0;0.0;0.0;0.019;0.0;0.0;0.897;0.013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003;0.075;0.0;0.0;0.0;0.0;0.922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.021;-1;-1
94;10ª VARA CÍVEL - TJGO;0.034;0.009;0.0;0.002;0.306;0.0;0.115;0.0;0.0;0.007;0.483;0.0;0.045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.717;0.0;0.27;0.007;0.002;0.004;0.0;0.0;0.029;-1;-1
95;10ª VARA CÍVEL - TJRN;0.003;0.003;0.0;0.0;0.507;0.0;0.144;0.0;0.0;0.0;0.332;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.003;0.0;0.107;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.641;0.003;0.235;0.013;0.0;0.0;0.0;0.0;0.019;-1;-1
96;10ª VARA CÍVEL DA CAPITAL - SEÇÃO A - TJPE;0.0;0.0;0.0;0.0;0.781;0.0;0.072;0.0;0.0;0.0;0.141;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.745;0.0;0.013;0.222;0.0;0.02;0.0;0.0;0.02;-1;-1
97;10ª VARA CÍVEL DA CAPITAL - SEÇÃO B - TJPE;0.0;0.0;0.0;0.0;0.734;0.0;0.168;0.0;0.0;0.0;0.098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.748;0.0;0.014;0.224;0.0;0.014;0.0;0.0;0.009;-1;-1
98;10ª VARA CÍVEL DA CAPITAL - TJAL;0.0;0.0;0.0;0.0;0.136;0.0;0.011;0.0;0.0;0.008;0.823;0.0;0.023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.623;0.0;0.219;0.158;0.0;0.0;0.0;0.0;0.017;-1;-1
99;10ª VARA CÍVEL E DE ACIDENTES DE TRABALHO - TJAM;0.006;0.009;0.0;0.006;0.762;0.0;0.065;0.0;0.0;0.003;0.146;0.0;0.003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.762;0.003;0.161;0.062;0.0;0.003;0.0;0.0;0.022;4;4
100;10ª VARA CÍVEL E EMPRESARIAL DE BELÉM - TJPA;0.273;0.0;0.0;0.0;0.486;0.001;0.004;0.0;0.0;0.0;0.225;0.0;0.009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.65;0.033;0.0;0.014;0.0;0.0;0.63;-1;-1
101;10ª VARA DA FAZENDA PUBLICA DA COMARCA DE FORTALEZA - TJCE;0.074;0.012;0.0;0.0;0.099;0.0;0.0;0.0;0.0;0.0;0.506;0.0;0.309;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.852;0.0;0.074;0.049;0.0;0.025;0.0;0.0;0.005;-1;-1
102;10ª VARA DA FAZENDA PÚBLICA - TJBA;0.984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.115;0.0;0.852;0.033;0.0;0.0;0.0;0.0;0.004;-1;-1
103;10ª VARA DA FAZENDA PÚBLICA DO FORO CENTRAL - PORTO ALEGRE - TJRS;0.027;0.031;0.0;0.0;0.066;0.0;0.031;0.0;0.0;0.0;0.053;0.0;0.792;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.956;0.0;0.04;0.0;0.0;0.0;0.0;0.0;0.015;-1;-1
104;10ª VARA DE RELACOES DE CONSUMO - TJBA;0.0;0.009;0.0;0.0;0.523;0.0;0.404;0.0;0.0;0.0;0.064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.706;0.0;0.275;0.009;0.0;0.009;0.0;0.0;0.007;-1;-1
105;10ª VARA FAZENDA PÚBLICA DE SÃO LUÍS - TJMA;0.92;0.0;0.0;0.0;0.004;0.0;0.0;0.0;0.0;0.0;0.025;0.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.0;0.983;0.0;0.0;0.013;0.0;0.0;0.015;0;0
106;11 ª VARA CÍVEL DE ARACAJU - TJSE;0.01;0.0;0.0;0.002;0.482;0.0;0.129;0.0;0.0;0.0;0.363;0.0;0.011;0.0;0.0;0.0;0.002;0.001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.699;0.006;0.283;0.006;0.0;0.006;0.0;0.0;0.066;2;2
107;11A. VARA CIVEL DE JOAO PESSOA - TJPB;0.0;0.0;0.0;0.0;0.898;0.0;0.034;0.0;0.0;0.017;0.051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.966;0.0;0.0;0.017;0.0;0.017;0.0;0.0;0.004;1;1
108;11ª VARA CRIMINAL (CRIMES PUNIDOS COM RECLUSÃO) - TJGO;0.005;0.0;0.695;0.0;0.0;0.0;0.0;0.176;0.0;0.0;0.005;0.102;0.016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.198;0.69;0.0;0.107;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.012;-1;-1
109;11ª VARA CRIMINAL (INATIVO) - TJRN;0.0;0.0;0.758;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.065;0.0;0.0;0.0;0.0;0.177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.161;0.839;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;-1;-1
110;11ª VARA CRIMINAL - TJBA;0.0;0.0;0.977;0.0;0.0;0.0;0.008;0.015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015;0.0;0.144;0.545;0.008;0.053;0.182;0.0;0.045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.009;-1;-1
111;11ª VARA CRIMINAL - TJRN;0.0;0.0;0.696;0.0;0.0;0.0;0.0;0.018;0.0;0.0;0.286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31;0.643;0.018;0.024;0.0;0.0;0.0;0.0;0.006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011;-1;-1
112;11ª VARA CRIMINAL DA CAPITAL - TJAL;0.0;0.0;0.043;0.0;0.0;0.0;0.0;0.957;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.014;-1;-1
113;11ª VARA CRIMINAL DA CAPITAL - TJAM;0.0;0.0;0.747;0.0;0.0;0.0;0.0;0.008;0.0;0.0;0.0;0.237;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;0.0;0.173;0.795;0.0;0.0;0.0;0.0;0.016;0.0;0.0;0.0;0.0;0.008;0.0;0.0;0.0;0.0;0.016;-1;-1
114;11ª VARA CÍVEL - TJGO;0.007;0.018;0.0;0.002;0.654;0.0;0.07;0.0;0.0;0.032;0.201;0.002;0.014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.864;0.0;0.118;0.011;0.002;0.005;0.0;0.0;0.029;-1;-1
115;11ª VARA CÍVEL - TJRN;0.016;0.0;0.0;0.0;0.364;0.0;0.131;0.0;0.0;0.0;0.48;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.005;0.0;0.124;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.701;0.0;0.149;0.025;0.0;0.0;0.0;0.0;0.029;-1;-1
116;11ª VARA CÍVEL DA CAPITAL - TJAL;0.0;0.0;0.0;0.0;0.176;0.0;0.04;0.0;0.0;0.0;0.752;0.0;0.032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.808;0.0;0.104;0.088;0.0;0.0;0.0;0.0;0.008;-1;-1
117;11ª VARA CÍVEL E DE ACIDENTES DE TRABALHO - TJAM;0.004;0.016;0.0;0.008;0.744;0.0;0.066;0.008;0.0;0.0;0.143;0.0;0.0;0.0;0.0;0.0;0.0;0.004;0.008;0.0;0.019;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.725;0.004;0.209;0.039;0.0;0.004;0.0;0.0;0.017;4;4
118;11ª VARA DA FAZENDA PÚBLICA DO FORO CENTRAL - PORTO ALEGRE - TJRS;0.4;0.508;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004;-1;-1
119;11ª VARA DE RELACOES DE CONSUMO - TJBA;0.0;0.0;0.0;0.0;0.576;0.0;0.364;0.0;0.0;0.0;0.061;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.773;0.0;0.182;0.0;0.0;0.045;0.0;0.0;0.004;-1;-1
120;11º JUIZADO ESPECIAL CÍVEL CENTRAL - TJRN;0.0;0.0;0.0;0.0;0.327;0.0;0.0;0.0;0.0;0.0;0.673;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.747;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.055;-1;-1
121;12 ª VARA CÍVEL DE ARACAJU - TJSE;0.129;0.038;0.0;0.007;0.118;0.0;0.05;0.0;0.0;0.001;0.482;0.0;0.17;0.0;0.0;0.0;0.001;0.003;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.54;0.001;0.448;0.004;0.002;0.006;0.0;0.0;0.126;-1;-1
122;12ª VARA CRIMINAL (INATIVO) - TJRN;0.0;0.0;0.054;0.0;0.0;0.0;0.0;0.946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.995;0.0;0.013;-1;-1
123;12ª VARA CÍVEL - TJGO;0.015;0.01;0.0;0.006;0.699;0.0;0.081;0.0;0.0;0.001;0.152;0.0;0.035;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.903;0.001;0.08;0.009;0.003;0.004;0.0;0.0;0.044;-1;-1
124;12ª VARA CÍVEL - TJRN;0.0;0.0;0.0;0.0;0.327;0.0;0.179;0.0;0.0;0.0;0.483;0.0;0.004;0.0;0.0;0.0;0.0;0.004;0.004;0.0;0.221;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.715;0.008;0.038;0.019;0.0;0.0;0.0;0.0;0.017;-1;-1
125;12ª VARA CÍVEL DA CAPITAL - TJAL;0.0;0.0;0.0;0.0;0.557;0.0;0.013;0.0;0.0;0.0;0.392;0.0;0.038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.911;0.0;0.0;0.089;0.0;0.0;0.0;0.0;0.005;-1;-1
126;12ª VARA CÍVEL DO FORO CENTRAL - PORTO ALEGRE - TJRS;0.0;0.0;0.0;0.0;0.914;0.0;0.049;0.0;0.0;0.0;0.036;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.564;0.0;0.403;0.026;0.0;0.005;0.0;0.0;0.036;6;6
127;12ª VARA CÍVEL E DE ACIDENTES DE TRABALHO - TJAM;0.014;0.035;0.0;0.018;0.741;0.0;0.053;0.0;0.0;0.004;0.128;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.73;0.0;0.206;0.028;0.0;0.007;0.0;0.0;0.018;4;4
128;12ª VARA CÍVEL E EMPRESARIAL DE BELÉM - TJPA;0.014;0.0;0.0;0.0;0.493;0.0;0.07;0.0;0.0;0.0;0.415;0.0;0.007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.528;0.014;0.373;0.007;0.0;0.014;0.0;0.0;0.009;-1;-1
129;12ª VARA DA FAZENDA PÚBLICA DO FORO CENTRAL - PORTO ALEGRE - TJRS;0.0;0.008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.075;0.0;0.917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.925;0.0;0.075;0.0;0.0;0.0;0.0;0.0;0.009;-1;-1
130;12ª VARA DE RELACOES DE CONSUMO - TJBA;0.0;0.0;0.0;0.0;0.615;0.0;0.385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.754;0.0;0.2;0.031;0.0;0.015;0.0;0.0;0.004;-1;-1
131;13 CRIMINAL DE CENTRAL - TJSP;0.0;0.0;0.936;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.872;0.064;0.0;0.0;0.0;0.064;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008;-1;-1
132;13 ª VARA CÍVEL DE ARACAJU - TJSE;0.003;0.0;0.0;0.0;0.502;0.0;0.136;0.0;0.0;0.0;0.346;0.0;0.011;0.0;0.0;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.709;0.005;0.274;0.002;0.0;0.011;0.0;0.0;0.042;2;2
133;13ª VARA CÍVEL - TJRN;0.016;0.0;0.0;0.0;0.162;0.0;0.062;0.0;0.0;0.0;0.757;0.0;0.002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.226;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.552;0.0;0.205;0.016;0.0;0.0;0.0;0.0;0.04;-1;-1
134;13ª VARA CÍVEL DA CAPITAL - SEÇÃO A - TJPE;0.0;0.0;0.0;0.0;0.589;0.0;0.29;0.0;0.0;0.0;0.075;0.0;0.047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.907;0.0;0.0;0.056;0.0;0.037;0.0;0.0;0.007;-1;-1
135;13ª VARA CÍVEL DA CAPITAL - SEÇÃO B - TJPE;0.0;0.0;0.0;0.0;0.773;0.0;0.17;0.0;0.0;0.0;0.057;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.886;0.0;0.0;0.091;0.0;0.023;0.0;0.0;0.006;-1;-1
136;13ª VARA CÍVEL DA CAPITAL - TJAL;0.0;0.0;0.0;0.0;0.459;0.0;0.11;0.0;0.0;0.0;0.404;0.0;0.028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.78;0.0;0.009;0.211;0.0;0.0;0.0;0.0;0.007;-1;-1
137;13ª VARA CÍVEL DO FORO CENTRAL - PORTO ALEGRE - TJRS;0.0;0.0;0.0;0.0;0.947;0.0;0.037;0.0;0.0;0.0;0.016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48;0.0;0.472;0.044;0.0;0.004;0.0;0.0;0.037;-1;-1
138;13ª VARA CÍVEL E AMBIENTAL - TJGO;0.019;0.028;0.0;0.0;0.694;0.0;0.083;0.0;0.0;0.0;0.148;0.0;0.028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.676;0.0;0.324;0.0;0.0;0.0;0.0;0.0;0.007;5;5
139;13ª VARA CÍVEL E DE ACIDENTES DE TRABALHO - TJAM;0.011;0.035;0.0;0.017;0.731;0.0;0.054;0.0;0.0;0.011;0.137;0.0;0.004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.744;0.0;0.132;0.076;0.0;0.0;0.0;0.0;0.03;-1;-1
